"","playerId","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"92",20040131,"OT",77,310,23.0191780821918,5.23,28.5,22,4.66,110,7.85,4,131
"93",20040115,"OT",79,335,20.6383561643836,5.46,28.5,26,4.89,102,8.3,4,115
"94",20040002,"OT",79,325,23.7616438356164,4.97,30,24,4.38,105,7.42,1,2
"95",20040174,"OG",74,310,22.2520547945205,5.51,24.5,27,4.66,91,7.94,6,174
"96",20040066,"C",76,305,22.6575342465753,5.2,34,27,4.55,108,7.72,3,66
"97",20040132,"OT",76,330,22.8876712328767,4.95,31,27,4.58,114,7.81,4,132
"98",20040167,"C",75,291,22.1342465753425,5.23,27,18,4.47,97,7.71,6,167
"99",20040084,"OT",76,310,22.9205479452055,5.19,29,27,4.56,100,7.85,3,84
"100",20040180,"OT",78,310,23.0082191780822,5.09,29.5,21,4.6,105,7.75,6,180
"101",20040221,"OG",78,302,22.5835616438356,5.35,27,26,4.6,97,8.01,7,221
"102",20040083,"OG",76,323,22.2986301369863,5.45,24.5,23,4.68,95,7.87,3,83
"103",20040246,"OT",77,319,23.213698630137,5.4,28,31,4.66,105,7.97,7,246
"104",20040141,"OG",77,292,23.0383561643836,5.04,34.5,24,4.68,110,7.96,5,141
"105",20040190,"C",74,288,22.7616438356164,5.06,30,30,4.24,99,7.53,6,190
"106",20040046,"OG",75,310,22.4657534246575,5,32,19,4.41,111,7.72,2,46
"107",20040034,"OG",75,305,22.2794520547945,5.1,30.5,29,4.66,104,7.75,2,34
"108",20040075,"OT",80,345,22.3013698630137,5.43,27.5,21,4.65,98,7.88,3,75
"109",20040146,"OG",77,311,23.0547945205479,5.18,29,27,4.98,105,8.03,5,146
"110",20040251,"C",74,302,23.3095890410959,5.26,31,31,4.35,109,7.56,7,251
"111",20040151,"OT",79,320,23.4657534246575,5.38,28.5,24,4.49,108,7.53,5,151
"112",20050162,"OT",77,315,24.1972602739726,5.23,32.5,18,4.6,100,7.62,5,162
"113",20050211,"OT",79,320,23.0794520547945,5.52,34,26,4.66,93,7.62,6,211
"114",20050033,"C",76,312,23.5835616438356,5.07,29.5,29,4.46,102,7.5,2,33
"115",20050052,"OT",78,320,23.0219178082192,4.99,35,26,4.54,104,7.57,2,52
"116",20050207,"C",77,305,22.9287671232877,5.2,27,30,4.62,96,7.77,6,207
"117",20050124,"C",75,320,21.9835616438356,5.5,30.5,23,4.51,102,7.72,4,124
"118",20050107,"OG",76,300,23.5068493150685,5.35,28,29,4.59,106,7.9,4,107
"119",20050143,"C",75,313,21.4794520547945,5.34,29.5,21,4.56,101,7.93,5,143
"120",20050197,"OG",74,315,22.9315068493151,5.38,25,34,4.62,92,7.87,6,197
"121",20050119,"C",76,303,23.9205479452055,5.14,32,30,4.56,102,7.87,4,119
"122",20050169,"C",77,305,23.0191780821918,5.25,28.5,26,4.52,100,7.62,5,169
"123",20050165,"C",76,301,24.1561643835616,5.02,34.5,31,4.48,107,7.53,5,165
"124",20050049,"OT",78,321,23.4082191780822,5.56,27.5,21,4.71,97,7.71,2,49
"125",20050204,"OG",75,344,22.3150684931507,5.36,29,26,4.54,97,7.75,6,204
